row_id,vehicle_count,traffic_density,average_speed,road_length,hour,day_of_week,weather,road_capacity,congestion_score,congestion_level
1692,998,1160.47,39.3,0.86,20,0,clear,1809,46.18,medium
1693,148,28.85,53.8,5.13,15,5,clear,818,16.33,low
1694,724,127.69,47.5,5.67,3,6,clear,2616,24.95,low
1695,596,81.42,46.1,7.32,3,1,clear,2146,30.82,medium
1696,468,133.71,45.5,3.5,11,5,clear,1427,31.69,medium
1697,753,142.34,51.7,5.29,15,5,clear,2944,17.13,low
1698,1287,684.57,37.8,1.88,8,4,clear,2982,51.08,high
1699,1205,155.28,38.1,7.76,5,2,clear,2848,48.67,medium
1700,485,123.1,42.3,3.94,15,6,rain,1432,28.23,medium
1701,681,108.44,36.4,6.28,17,3,rain,1288,49.24,medium
1702,426,273.08,30.9,1.56,21,6,storm,1792,21.66,low
1703,222,60.49,52.2,3.67,21,3,clear,1023,23.52,low
1704,737,135.73,28.3,5.43,7,1,fog,1410,55.54,high
1705,322,74.36,47.3,4.33,8,6,clear,863,42.83,medium
1706,998,174.17,41.2,5.73,9,5,clear,2091,42.65,medium
1707,695,96.93,33.4,7.17,2,3,rain,1132,44.64,medium
1708,688,240.56,28.7,2.86,8,0,clear,976,65.55,high
1709,128,54.7,49.1,2.34,12,6,fog,1418,10.61,low
1710,425,63.72,43.5,6.67,21,4,fog,2348,12.24,low
1711,493,88.19,39.4,5.59,22,3,clear,1133,43.5,medium
1712,986,218.14,33.9,4.52,23,3,rain,2355,43.04,medium
1713,337,47.67,53.1,7.07,5,2,clear,1585,13.38,low
1714,357,76.61,38.0,4.66,14,1,fog,1113,31.44,medium
1715,1270,197.82,43.6,6.42,9,0,clear,2537,40.36,medium
1716,873,452.33,27.4,1.93,23,1,storm,1677,50.32,high
1717,268,55.83,48.8,4.8,3,6,clear,1561,12.5,low
1718,306,332.61,48.5,0.92,0,0,clear,1099,17.82,low
1719,281,38.97,53.5,7.21,1,5,clear,1136,14.25,low
1720,484,70.25,50.6,6.89,15,1,clear,1127,36.67,medium
1721,434,98.19,53.7,4.42,6,6,clear,2983,9.68,low
1722,310,229.63,33.8,1.35,8,4,rain,931,33.45,medium
1723,676,100.9,49.0,6.7,16,3,clear,2461,31.17,medium
1724,304,482.54,40.4,0.63,12,6,rain,925,34.27,medium
1725,967,270.87,47.6,3.57,12,1,clear,2793,34.46,medium
1726,161,22.3,49.0,7.22,16,2,fog,876,21.32,low
1727,1936,493.88,35.8,3.92,9,0,clear,2712,66.44,high
1728,514,65.81,34.6,7.81,10,6,rain,1098,50.69,high
1729,2205,398.01,28.4,5.54,17,4,clear,2815,63.9,high
1730,252,65.97,53.5,3.82,18,6,clear,2476,5.96,low
1731,213,51.45,53.5,4.14,3,5,clear,1111,15.93,low
1732,757,204.04,46.4,3.71,1,1,rain,2342,35.36,medium
1733,314,58.69,46.5,5.35,1,2,clear,1072,21.53,low
1734,362,45.71,49.6,7.92,0,5,fog,2863,17.72,low
1735,855,413.04,35.0,2.07,8,5,clear,1456,48.39,medium
1736,731,891.46,47.8,0.82,12,4,rain,2562,25.22,medium
1737,969,160.43,42.7,6.04,7,0,clear,2363,37.61,medium
1738,1466,220.78,30.1,6.64,9,5,rain,2944,49.19,medium
1739,862,153.11,38.7,5.63,11,2,clear,1855,42.9,medium
1740,952,622.22,40.1,1.53,0,2,clear,2219,39.15,medium
1741,991,728.68,44.2,1.36,3,5,clear,2323,36.91,medium
1742,828,130.19,28.1,6.36,22,1,rain,1408,63.98,high
1743,871,181.84,43.3,4.79,14,4,clear,2413,30.37,medium
1744,1152,244.59,42.8,4.71,10,5,clear,2777,35.99,medium
1745,1081,140.57,42.7,7.69,3,2,clear,2272,43.34,medium
1746,730,200.55,48.2,3.64,0,0,clear,2521,33.61,medium
1747,723,482.0,38.1,1.5,20,5,rain,1748,33.51,medium
1748,371,219.53,34.7,1.69,23,6,fog,968,37.56,medium
1749,756,439.53,47.9,1.72,6,6,rain,2727,34.28,medium
1750,671,224.41,21.0,2.99,4,4,rain,1038,76.71,severe
1751,890,124.3,48.8,7.16,14,3,clear,2052,41.86,medium
1752,635,102.58,52.6,6.19,2,3,clear,2848,19.84,low
1753,145,30.72,51.2,4.72,23,6,clear,815,14.39,low
1754,1043,135.81,47.6,7.68,2,2,clear,2520,38.5,medium
1755,341,50.59,39.1,6.74,16,6,fog,1367,28.71,medium
1756,906,169.66,36.1,5.34,7,0,clear,1533,58.0,high
1757,1231,364.2,27.4,3.38,9,6,fog,1925,51.42,high
1758,544,284.82,41.1,1.91,10,2,clear,1116,48.26,medium
1759,374,330.97,50.8,1.13,5,6,clear,1051,28.73,medium
1760,652,172.03,29.2,3.79,10,2,fog,1313,46.14,medium
1761,431,399.07,34.1,1.08,0,6,fog,1398,31.93,medium
1762,1065,601.69,48.1,1.77,6,3,clear,2863,31.68,medium
1763,1370,907.28,40.5,1.51,19,5,clear,2563,42.2,medium
1764,877,573.2,45.8,1.53,21,1,clear,2396,28.16,medium
1765,393,80.7,48.9,4.87,22,4,clear,1270,24.96,low
1766,607,246.75,38.3,2.46,1,0,fog,1741,31.44,medium
1767,785,154.83,47.7,5.07,9,5,clear,2905,33.77,medium
1768,507,64.26,48.6,7.89,6,0,clear,1664,30.2,medium
1769,782,105.39,31.7,7.42,1,4,storm,2224,36.63,medium
1770,1113,147.61,42.4,7.54,16,4,clear,2846,36.26,medium
1771,370,99.2,50.7,3.73,14,5,clear,2560,19.31,low
1772,1388,821.3,40.6,1.69,12,1,clear,2690,42.49,medium
1773,612,229.21,29.5,2.67,6,1,rain,1114,53.89,high
1774,978,224.83,36.0,4.35,23,0,clear,2470,40.77,medium
1775,673,100.9,43.8,6.67,20,5,clear,2613,29.47,medium
1776,239,67.13,50.4,3.56,22,5,clear,1158,15.15,low
1777,937,210.56,22.8,4.45,10,3,fog,1465,57.57,high
1778,105,26.32,61.8,3.99,11,5,clear,1894,0.0,low
1779,1280,385.54,4.1,3.32,7,3,storm,1282,97.67,severe
1780,802,104.7,46.6,7.66,12,2,clear,2624,25.65,medium
1781,512,116.89,44.1,4.38,16,2,clear,1154,36.1,medium
1782,620,82.45,39.0,7.52,20,5,fog,2138,27.27,medium
1783,242,67.79,47.2,3.57,13,5,rain,1074,19.39,low
1784,1652,219.68,30.9,7.52,16,3,clear,2996,56.61,high
1785,1562,454.07,23.5,3.44,22,0,storm,2613,55.83,high
1786,1361,201.93,4.0,6.74,19,5,storm,1486,92.79,severe
1787,417,72.65,52.9,5.74,15,1,clear,2048,16.45,low
1788,2601,730.62,21.5,3.56,18,0,clear,2743,86.92,severe
1789,243,138.07,47.1,1.76,16,5,clear,901,25.25,medium
1790,795,198.75,38.4,4.0,16,4,clear,1640,44.56,medium
1791,179,245.21,45.7,0.73,11,6,rain,837,23.15,low
1792,427,279.08,53.6,1.53,14,0,clear,2476,16.24,low
1793,1010,664.47,34.5,1.52,14,3,clear,1603,56.81,high
1794,1368,526.15,37.3,2.6,8,4,clear,2127,59.36,high
1795,808,108.89,40.6,7.42,3,3,rain,2107,43.11,medium
1796,989,1336.49,25.8,0.74,5,2,rain,1643,51.26,high
1797,1241,334.5,36.4,3.71,7,1,clear,2067,59.45,high
1798,476,69.59,39.3,6.84,21,2,clear,1057,37.96,medium
1799,135,18.96,57.8,7.12,21,6,clear,1001,13.8,low
1800,530,169.87,52.4,3.12,22,6,clear,1873,24.51,low
1801,333,126.14,50.4,2.64,11,3,clear,1297,23.0,low
1802,1338,388.95,27.7,3.44,22,4,rain,2696,58.5,high
1803,492,647.37,40.3,0.76,13,3,rain,1359,34.82,medium
1804,359,75.58,52.8,4.75,2,1,clear,1978,20.74,low
1805,1421,227.0,42.2,6.26,9,4,clear,2619,40.55,medium
1806,573,535.51,49.4,1.07,15,6,rain,2089,23.17,low
1807,611,316.58,43.5,1.93,12,0,clear,1368,31.49,medium
1808,1191,374.53,36.2,3.18,7,2,clear,1704,58.39,high
1809,573,74.42,47.5,7.7,12,4,clear,2430,28.44,medium
1810,1082,483.04,35.4,2.24,13,5,rain,2225,45.2,medium
1811,757,658.26,49.3,1.15,14,0,clear,2960,21.05,low
1812,726,91.67,40.0,7.92,3,4,clear,1544,38.57,medium
1813,360,82.57,45.8,4.36,17,6,clear,923,33.34,medium
1814,1508,189.92,29.1,7.94,3,4,rain,2789,52.14,high
1815,696,130.58,33.7,5.33,22,2,clear,1064,64.49,high
1816,739,199.73,51.4,3.7,12,0,clear,2240,31.53,medium
1817,615,286.05,48.4,2.15,6,3,clear,2523,25.38,medium
1818,497,264.36,47.8,1.88,21,3,clear,1571,27.71,medium
1819,1694,310.83,23.8,5.45,12,1,storm,2930,61.65,high
1820,20,3.81,60.3,5.25,9,0,clear,1540,0.83,low
1821,789,154.4,43.3,5.11,1,2,clear,2316,31.38,medium
1822,878,221.16,39.4,3.97,0,1,rain,2337,43.95,medium
1823,1146,144.88,39.7,7.91,17,6,clear,2246,47.4,medium
1824,331,73.72,30.9,4.49,4,6,storm,978,37.89,medium
1825,1360,190.74,39.6,7.13,12,2,clear,2738,41.21,medium
1826,636,121.14,44.1,5.25,21,4,clear,2051,25.27,medium
1827,542,102.26,48.0,5.3,16,6,clear,2033,24.27,low
1828,329,163.68,55.4,2.01,0,6,clear,1649,19.25,low
1829,139,31.74,54.7,4.38,23,1,clear,883,9.63,low
1830,651,328.79,41.1,1.98,6,2,fog,2216,33.2,medium
1831,1490,188.85,32.5,7.89,20,2,clear,2469,57.29,high
1832,1073,586.34,50.3,1.83,23,0,clear,2757,31.16,medium
1833,574,136.02,38.3,4.22,15,1,rain,1687,33.22,medium
1834,461,61.14,43.6,7.54,0,1,clear,1365,33.31,medium
1835,1771,551.71,4.0,3.21,19,4,rain,1331,100.0,severe
1836,147,35.94,47.8,4.09,13,6,fog,870,20.96,low
1837,1032,206.4,40.4,5.0,7,6,clear,2520,36.46,medium
1838,462,90.77,41.6,5.09,3,6,rain,1581,29.32,medium
1839,408,120.71,42.6,3.38,15,3,clear,1191,36.14,medium
1840,671,249.44,50.9,2.69,18,5,clear,2864,26.35,medium
1841,937,761.79,39.5,1.23,4,3,clear,1753,46.81,medium
1842,160,21.14,53.4,7.57,23,6,clear,949,12.38,low
1843,1023,334.31,13.7,3.06,8,6,rain,1135,85.47,severe
1844,1016,681.88,32.2,1.49,2,2,fog,2781,41.52,medium
1845,466,60.52,53.4,7.7,10,1,clear,2091,12.0,low
1846,814,138.67,19.8,5.87,20,1,clear,879,86.16,severe
1847,347,127.11,47.9,2.73,21,6,clear,1219,25.44,medium
1848,567,100.0,47.1,5.67,12,3,clear,1479,32.34,medium
1849,256,34.13,53.1,7.5,14,2,clear,2829,4.05,low
1850,545,736.49,39.5,0.74,22,0,clear,1437,35.55,medium
1851,1303,484.39,36.1,2.69,1,6,clear,2305,51.37,high
1852,1259,256.42,32.2,4.91,18,0,clear,2187,52.78,high
1853,614,91.23,53.6,6.73,13,5,clear,2106,20.5,low
1854,273,364.0,53.5,0.75,7,0,clear,1651,11.74,low
1855,386,81.78,41.7,4.72,1,2,clear,902,49.35,medium
1856,143,100.0,52.4,1.43,4,4,rain,1681,15.36,low
1857,439,216.26,48.6,2.03,19,1,clear,1638,25.13,medium
1858,550,114.11,45.3,4.82,5,3,clear,1334,34.47,medium
1859,360,121.21,52.0,2.97,4,4,clear,2114,15.47,low
1860,1215,804.64,23.8,1.51,11,3,fog,2402,57.64,high
1861,620,253.06,37.1,2.45,2,4,clear,1365,44.35,medium
1862,341,387.5,51.2,0.88,5,5,clear,1677,19.53,low
1863,483,126.44,41.7,3.82,1,1,clear,1204,40.73,medium
1864,1178,165.22,37.2,7.13,1,2,clear,2037,51.45,high
1865,888,129.26,35.5,6.87,19,5,clear,1855,48.22,medium
1866,282,62.81,52.2,4.49,6,5,rain,1756,17.87,low
1867,752,123.48,45.0,6.09,22,2,clear,2072,26.83,medium
1868,526,103.95,54.8,5.06,14,2,clear,2560,7.79,low
1869,673,86.73,43.9,7.76,8,0,clear,1900,34.17,medium
1870,463,84.95,48.8,5.45,23,5,rain,2801,16.7,low
1871,330,98.21,42.9,3.36,3,3,rain,1089,34.9,medium
1872,352,457.14,50.5,0.77,6,1,clear,1148,28.82,medium
1873,1160,179.01,30.1,6.48,10,3,rain,1709,60.56,high
1874,993,211.28,24.4,4.7,0,1,storm,1884,57.33,high
1875,827,106.85,46.6,7.74,18,3,clear,2539,30.03,medium
1876,478,102.14,49.1,4.68,23,5,clear,2243,22.96,low
1877,816,106.95,20.3,7.63,17,4,rain,959,83.75,severe
1878,2733,1666.46,18.8,1.64,18,0,clear,2522,97.17,severe
1879,584,89.98,39.2,6.49,0,4,rain,2189,26.98,medium
1880,687,205.69,38.8,3.34,3,3,rain,1756,38.45,medium
1881,353,49.23,50.5,7.17,16,6,clear,1543,24.23,low
1882,329,42.18,38.7,7.8,9,6,fog,1207,28.75,medium
1883,545,70.5,48.5,7.73,2,4,clear,2530,20.62,low
1884,870,112.26,36.0,7.75,8,0,clear,1525,48.76,medium
1885,1650,260.66,28.7,6.33,18,4,clear,2422,67.94,high
1886,652,96.45,49.4,6.76,11,6,clear,2474,21.99,low
1887,1329,166.54,33.1,7.98,20,0,clear,2348,61.84,high
1888,327,44.67,53.2,7.32,16,0,clear,2322,14.95,low
1889,362,116.4,40.0,3.11,2,1,fog,1375,29.54,medium
1890,755,121.19,44.8,6.23,0,3,clear,1741,37.34,medium
1891,400,317.46,46.1,1.26,19,5,clear,923,31.83,medium
1892,520,74.82,49.3,6.95,3,3,clear,2852,15.65,low
1893,575,76.26,49.2,7.54,16,5,clear,2075,26.49,medium
1894,444,95.28,35.2,4.66,5,6,rain,1000,37.13,medium
1895,456,137.76,42.8,3.31,4,4,clear,1013,39.1,medium
1896,369,102.79,51.7,3.59,12,6,clear,2010,15.1,low
1897,1544,428.89,33.2,3.6,19,6,clear,2438,61.88,high
1898,1800,1607.14,28.5,1.12,18,4,clear,2273,74.31,high
1899,723,388.71,35.5,1.86,2,4,rain,1669,42.98,medium
1900,456,75.75,51.0,6.02,8,5,clear,1625,27.35,medium
1901,628,184.16,47.5,3.41,8,1,clear,2193,25.27,medium
1902,251,48.08,50.8,5.22,6,6,clear,1368,24.0,low
1903,794,122.53,48.9,6.48,17,6,clear,2883,25.15,medium
1904,767,132.24,45.4,5.8,5,6,clear,1821,37.71,medium
1905,883,261.24,48.1,3.38,15,1,clear,2463,34.42,medium
1906,902,1454.84,47.5,0.62,17,0,clear,2764,29.17,medium
1907,273,108.33,51.9,2.52,11,5,clear,1126,22.97,low
1908,390,51.32,40.6,7.6,11,0,clear,845,37.25,medium
1909,647,557.76,46.5,1.16,0,4,clear,2140,26.33,medium
1910,2358,471.6,27.5,5.0,20,0,clear,2297,83.42,severe
1911,627,364.53,47.6,1.72,5,6,clear,2112,30.28,medium
1912,835,274.67,38.5,3.04,21,5,rain,2332,30.38,medium
1913,483,89.61,53.2,5.39,16,5,clear,2478,22.87,low
1914,534,89.6,25.6,5.96,4,5,storm,1347,48.23,medium
1915,345,50.44,54.8,6.84,3,0,clear,1482,17.09,low
1916,1786,649.45,27.9,2.75,17,0,clear,2028,73.95,high
1917,499,70.78,39.8,7.05,19,6,clear,1001,42.03,medium
1918,607,88.61,44.9,6.85,19,3,clear,1386,40.31,medium
1919,476,268.93,50.3,1.77,13,6,clear,2535,13.19,low
1920,1199,677.4,35.5,1.77,7,6,clear,1911,61.47,high
1921,383,71.46,42.4,5.36,19,4,clear,825,41.32,medium
1922,672,194.22,48.2,3.46,22,4,clear,2457,17.48,low
1923,479,172.92,42.3,2.77,7,5,clear,1455,30.21,medium
1924,916,191.23,42.8,4.79,19,6,clear,2449,24.9,low
1925,268,36.07,57.4,7.43,6,5,clear,2533,10.53,low
1926,329,86.81,50.3,3.79,6,3,clear,1237,17.66,low
1927,1340,2126.98,40.9,0.63,21,1,clear,2825,44.58,medium
1928,740,190.72,53.3,3.88,14,6,clear,2588,24.37,low
1929,724,532.35,47.1,1.36,22,4,clear,2063,28.01,medium
1930,479,136.08,37.5,3.52,6,4,rain,1191,40.67,medium
1931,748,101.08,40.5,7.4,9,2,clear,1655,39.12,medium
1932,177,101.72,48.1,1.74,1,2,rain,1096,19.31,low
1933,539,213.04,52.1,2.53,1,2,clear,2874,15.39,low
1934,1632,302.22,8.7,5.4,10,3,rain,1396,100.0,severe
1935,195,25.23,58.3,7.73,22,6,clear,949,19.64,low
1936,712,147.11,45.9,4.84,12,3,clear,2776,26.42,medium
1937,705,106.66,48.2,6.61,10,3,clear,2420,29.99,medium
1938,262,37.59,42.7,6.97,21,0,clear,880,26.93,medium
1939,1283,294.27,26.2,4.36,9,2,storm,2835,46.14,medium
1940,1383,790.29,33.5,1.75,14,2,clear,2198,61.47,high
1941,1502,208.9,31.5,7.19,19,3,clear,2095,75.67,severe
1942,755,159.28,50.0,4.74,20,1,clear,2534,29.02,medium
1943,638,123.64,48.6,5.16,22,6,clear,2207,31.92,medium
1944,688,111.87,47.6,6.15,15,6,clear,2433,25.23,medium
1945,559,133.41,45.0,4.19,10,2,clear,1229,36.59,medium
1946,584,358.28,40.5,1.63,15,2,rain,2229,27.6,medium
1947,324,302.8,51.7,1.07,2,4,clear,1842,26.23,medium
1948,320,42.95,53.2,7.45,14,2,clear,2178,20.36,low
1949,868,168.54,53.4,5.15,10,5,clear,2486,31.89,medium
1950,903,130.12,48.6,6.94,11,4,clear,2581,35.19,medium
1951,1308,660.61,36.7,1.98,17,1,clear,2442,52.12,high
1952,1847,1119.39,21.2,1.65,18,2,rain,2414,76.11,severe
1953,416,196.23,35.4,2.12,4,0,clear,840,47.64,medium
1954,1214,168.38,42.3,7.21,0,4,clear,2394,35.7,medium
1955,1043,364.69,28.4,2.86,18,1,clear,1421,66.72,high
1956,747,149.1,29.2,5.01,10,1,clear,1101,70.87,high
1957,931,186.2,42.3,5.0,15,4,clear,2527,30.61,medium
1958,1349,295.83,43.4,4.56,22,3,clear,2965,41.4,medium
1959,1048,225.86,44.9,4.64,12,3,clear,2770,36.75,medium
1960,645,120.34,34.9,5.36,5,4,clear,1448,51.19,high
1961,641,454.61,50.4,1.41,16,5,clear,2551,19.34,low
1962,598,81.81,42.5,7.31,15,1,clear,1443,39.59,medium
1963,1167,210.65,38.7,5.54,8,0,clear,2107,50.67,high
1964,225,34.35,58.3,6.55,14,5,clear,1708,10.7,low
1965,526,381.16,24.2,1.38,1,0,storm,1176,54.47,high
1966,773,98.47,46.4,7.85,5,6,clear,2399,26.36,medium
1967,834,110.9,44.3,7.52,6,3,clear,2306,34.65,medium
1968,375,47.41,48.5,7.91,14,0,clear,939,30.45,medium
1969,324,41.7,49.3,7.77,1,6,clear,1081,27.82,medium
1970,1280,262.3,33.4,4.88,21,0,rain,2058,55.69,high
1971,937,119.52,39.5,7.84,7,2,clear,1585,51.29,high
1972,272,37.41,46.9,7.27,20,6,clear,951,27.7,medium
1973,1065,148.54,44.5,7.17,10,5,clear,1993,45.49,medium
1974,318,183.82,52.8,1.73,2,2,clear,2024,16.87,low
1975,215,66.36,33.9,3.24,4,6,storm,813,30.94,medium
1976,798,255.77,36.9,3.12,15,6,fog,2396,29.88,medium
1977,212,36.93,35.3,5.74,6,5,fog,829,29.14,medium
1978,750,152.44,34.9,4.92,1,3,rain,1855,38.57,medium
1979,1280,1024.0,33.8,1.25,8,4,clear,2093,60.6,high
1980,726,243.62,46.7,2.98,1,0,clear,2491,21.55,low
1981,882,264.86,44.1,3.33,0,2,clear,2064,30.07,medium
1982,371,81.9,57.5,4.53,22,3,clear,2646,12.25,low
1983,679,104.78,33.3,6.48,1,0,clear,1133,56.34,high
1984,773,240.06,32.2,3.22,15,5,storm,2223,43.1,medium
1985,1492,216.23,27.4,6.9,19,5,rain,2193,55.78,high
1986,1030,161.44,42.7,6.38,11,5,clear,2250,35.53,medium
1987,953,835.96,34.8,1.14,21,2,rain,1557,62.7,high
1988,534,312.28,52.2,1.71,21,5,clear,2120,28.93,medium
1989,152,200.0,34.2,0.76,12,0,storm,925,32.47,medium
1990,802,174.35,43.1,4.6,11,1,rain,2315,41.16,medium
1991,1056,158.56,26.8,6.66,2,4,rain,1956,55.92,high
1992,646,125.68,49.8,5.14,0,5,clear,1884,29.18,medium
1993,725,129.0,45.3,5.62,4,4,clear,2372,31.78,medium
1994,729,106.11,53.6,6.87,9,4,clear,2840,24.49,low
1995,2322,381.28,20.3,6.09,18,3,rain,2553,82.87,severe
1996,300,111.94,52.5,2.68,8,2,clear,1405,13.58,low
1997,338,115.36,49.4,2.93,0,3,clear,934,29.14,medium
1998,592,288.78,52.7,2.05,4,5,clear,2840,17.52,low
1999,936,136.24,39.3,6.87,21,2,fog,2623,38.83,medium
2000,680,142.26,46.0,4.78,16,4,clear,2869,20.11,low
2001,761,411.35,46.6,1.85,12,5,clear,2574,27.06,medium
2002,476,61.18,50.8,7.78,17,5,clear,1655,17.65,low
2003,933,175.38,31.0,5.32,17,0,rain,1874,46.49,medium
2004,728,290.04,41.3,2.51,2,2,clear,2325,27.13,medium
2005,308,250.41,58.0,1.23,15,5,clear,1747,15.33,low
2006,1439,187.37,34.6,7.68,16,4,clear,2754,48.73,medium
2007,1344,235.38,38.2,5.71,0,4,clear,2838,42.8,medium
2008,246,99.6,49.7,2.47,3,5,clear,1163,20.89,low
2009,615,138.51,45.6,4.44,9,6,fog,2782,25.56,medium
2010,1192,857.55,40.6,1.39,14,0,rain,2582,35.36,medium
2011,499,98.81,53.6,5.05,13,5,clear,2434,19.67,low
2012,775,209.46,40.5,3.7,1,6,clear,2245,36.31,medium
2013,627,116.33,48.5,5.39,0,6,clear,1915,33.3,medium
2014,811,220.38,40.4,3.68,6,0,clear,1658,35.13,medium
2015,951,508.56,49.7,1.87,6,6,clear,2874,31.69,medium
2016,20,8.16,56.6,2.45,5,0,clear,2262,1.63,low
2017,33,5.02,65.0,6.57,7,5,clear,2733,2.94,low
2018,895,145.53,27.0,6.15,19,6,rain,1757,54.0,high
2019,956,126.62,51.0,7.55,10,5,clear,2854,37.04,medium
2020,1689,325.43,30.5,5.19,17,3,clear,2394,64.77,high
2021,1199,621.24,47.9,1.93,0,2,clear,2985,30.53,medium
2022,1294,521.77,44.9,2.48,23,3,clear,2820,36.99,medium
2023,546,114.71,40.2,4.76,11,4,rain,1064,45.4,medium
2024,502,302.41,44.8,1.66,6,3,clear,1875,22.63,low
2025,390,135.42,42.0,2.88,10,0,clear,1021,39.08,medium
2026,441,56.98,39.3,7.74,0,2,clear,988,38.47,medium
2027,1793,837.85,30.5,2.14,9,1,clear,2288,66.21,high
2028,1009,239.67,42.7,4.21,11,0,clear,2932,31.96,medium
2029,1121,1132.32,27.8,0.99,7,3,storm,2321,54.38,high
2030,458,196.57,49.5,2.33,2,0,clear,1999,21.53,low
2031,622,628.28,43.2,0.99,22,4,clear,1385,42.32,medium
2032,203,290.0,53.4,0.7,13,6,clear,1185,5.19,low
2033,427,94.68,23.0,4.51,18,5,storm,823,52.64,high
2034,837,228.07,45.4,3.67,17,3,clear,2246,36.05,medium
2035,1226,771.07,36.6,1.59,20,4,clear,2281,50.02,high
2036,1480,503.4,35.0,2.94,19,2,clear,2565,48.41,medium
2037,794,99.62,32.1,7.97,2,1,fog,2112,32.63,medium
2038,31,4.15,65.0,7.47,0,0,clear,1797,0.0,low
2039,1151,1065.74,39.1,1.08,12,0,clear,1791,59.26,high
2040,316,270.09,50.9,1.17,23,6,rain,2343,8.24,low
2041,2313,670.43,20.8,3.45,10,4,clear,2385,86.02,severe
2042,823,137.4,44.5,5.99,6,6,rain,2672,34.97,medium
2043,2051,756.83,26.0,2.71,19,0,clear,2648,72.32,high
2044,955,163.25,50.5,5.85,21,2,clear,2757,29.59,medium
2045,699,180.15,45.7,3.88,6,1,clear,1438,51.24,high
2046,599,516.38,36.5,1.16,15,0,fog,1325,46.27,medium
2047,930,117.42,33.5,7.92,22,0,rain,2103,44.98,medium
2048,246,200.0,47.4,1.23,2,1,rain,1261,20.67,low
2049,584,108.35,53.5,5.39,14,5,clear,2197,16.48,low
2050,1240,293.14,32.6,4.23,12,0,rain,2220,52.48,high
2051,486,274.58,44.1,1.77,4,5,rain,1750,25.46,medium
2052,455,124.32,48.6,3.66,11,0,clear,1630,30.41,medium
2053,892,132.54,39.5,6.73,12,1,rain,2914,28.85,medium
2054,1765,235.65,22.5,7.49,19,1,clear,2057,76.96,severe
2055,585,147.73,37.3,3.96,15,6,clear,1404,32.12,medium
2056,600,89.96,39.7,6.67,11,1,clear,1613,33.18,medium
2057,629,88.84,34.9,7.08,1,1,fog,1906,39.14,medium
2058,790,752.38,48.1,1.05,5,1,clear,2733,27.25,medium
2059,891,143.25,30.6,6.22,20,3,fog,1516,56.59,high
2060,1200,213.52,23.5,5.62,20,0,fog,1972,67.06,high
2061,539,70.37,46.1,7.66,4,1,clear,1521,32.68,medium
2062,952,1511.11,45.8,0.63,16,4,clear,2552,33.75,medium
2063,530,395.52,48.2,1.34,23,6,clear,2009,30.08,medium
2064,2337,1854.76,18.2,1.26,7,2,rain,2764,72.82,high
2065,710,288.62,43.6,2.46,3,3,clear,1834,40.89,medium
2066,117,16.98,56.2,6.89,4,6,clear,891,8.14,low
2067,569,97.77,42.8,5.82,14,0,rain,1493,36.51,medium
2068,618,112.16,40.4,5.51,19,5,rain,1489,36.48,medium
2069,618,223.91,32.4,2.76,15,3,rain,1765,36.57,medium
2070,382,214.61,52.7,1.78,21,4,clear,1327,26.12,medium
2071,2066,265.21,31.8,7.79,8,4,clear,2579,67.07,high
2072,756,159.83,45.8,4.73,0,0,clear,1817,35.14,medium
2073,929,232.25,49.1,4.0,0,4,clear,2413,29.5,medium
2074,925,188.78,47.8,4.9,21,2,clear,2819,23.95,low
2075,331,57.07,52.2,5.8,1,5,clear,1389,19.15,low
2076,616,206.71,48.4,2.98,16,5,clear,2404,21.39,low
2077,1509,404.56,34.6,3.73,2,4,rain,2947,46.06,medium
2078,598,110.74,47.5,5.4,21,3,clear,2219,25.05,medium
2079,372,100.0,42.4,3.72,10,5,clear,856,40.14,medium
2080,409,78.65,47.2,5.2,23,2,clear,1059,32.72,medium
2081,497,62.36,48.5,7.97,6,1,fog,2871,19.74,low
2082,812,153.5,43.6,5.29,13,5,clear,2382,39.59,medium
2083,2911,379.04,16.1,7.68,9,4,rain,2854,89.66,severe
2084,875,523.95,48.6,1.67,2,5,clear,2564,27.69,medium
2085,733,143.16,47.7,5.12,10,1,clear,2043,31.46,medium
2086,63,8.95,48.4,7.04,14,1,fog,956,9.8,low
2087,260,74.71,48.2,3.48,23,2,clear,922,27.09,medium
2088,1207,580.29,34.0,2.08,19,6,clear,1971,63.63,high
2089,1680,313.43,21.8,5.36,18,0,rain,2326,69.53,high
2090,1890,2625.0,32.4,0.72,7,1,clear,2866,64.01,high
2091,982,791.94,43.0,1.24,2,0,clear,2148,41.66,medium
2092,961,259.03,30.7,3.71,13,0,rain,1836,48.27,medium
2093,824,605.88,32.4,1.36,15,3,fog,2203,37.13,medium
2094,887,136.88,50.9,6.48,0,0,clear,2851,21.81,low
2095,474,79.0,39.0,6.0,18,2,clear,880,42.61,medium
2096,437,110.35,41.6,3.96,0,2,clear,1079,39.92,medium
2097,569,195.53,49.1,2.91,5,0,clear,2218,20.26,low
2098,1506,252.68,41.4,5.96,15,2,clear,2945,48.85,medium
2099,1136,2143.4,42.9,0.53,1,3,clear,2356,42.68,medium
2100,451,93.18,40.5,4.84,0,1,clear,1096,35.37,medium
2101,654,240.44,41.9,2.72,16,4,clear,1520,41.69,medium
2102,869,113.15,43.7,7.68,23,1,clear,2009,44.51,medium
2103,408,74.18,37.6,5.5,5,2,rain,1115,30.66,medium
